WorkcenterDesc,Material_Code,Material_Desc,MIC_Desc,SampleSize,SampleNumber,Result,MICUoM,LSL,Target,USL,PostingDate,UserName,InspectionComments,InspectionPlan,COAComments
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,17,38.15,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,19,37.72,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,20,36.12,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,21,36.4,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,22,36.42,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,23,37.09,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,24,37.96,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,25,37.76,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,26,37.54,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,27,37.4,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,28,37.43,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,29,36.92,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,30,37.31,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,2,37.46,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,3,38.17,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,5,38.34,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,6,38.28,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,9,38.11,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,13,38.06,g,38.5,40.5,41.7,9/1/22 7:28,jhuertas,,In Process Variables - Operator,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,3,106.14,g,97.9,103,106.1,9/1/22 7:36,mavila,,In Process Variables - Operator,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,4,97.13,g,97.9,103,106.1,9/1/22 7:36,mavila,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,8,85.85,g,78.4,82.5,85,9/1/22 7:44,hmorad,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,11,85.38,g,78.4,82.5,85,9/1/22 7:44,hmorad,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,14,85.08,g,78.4,82.5,85,9/1/22 7:44,hmorad,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Wall Thickness Bottom 1,4,1,0.017,IN,0.018,0.019,0.03,9/1/22 7:44,hmorad,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Wall Thickness Bottom 1,4,4,0.017,IN,0.018,0.019,0.03,9/1/22 7:44,hmorad,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Perforation Test,5,5,Reject,,NA,NA,NA,9/1/22 8:56,dgonzalez,,In Process Attributes - Operator,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,1,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,2,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,3,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,4,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,5,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I13,165064CST35,35CT SOUP CONT CST,Visual Evaluation,30,6,Reject,,NA,NA,NA,9/1/22 10:24,mvaldez,ONE ROW NO PACK POOR FORMING  AND MARKS,In Process Attributes,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,7,20.76,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,10,21.02,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,12,20.78,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,13,20.78,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,26,18.58,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,27,17.74,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,28,18.83,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,30,18.9,g,19,20,20.6,9/1/22 11:09,dgonzalez,,In Process Variables - Operator,
I7,9018430CST40,"40CT 7 X 18\ RCT BLK PLTR W/BUTTON LOCKS""",Part Weight,12,10,59.1,g,53.4,56.2,59,9/1/22 11:43,nangelovska,,In Process Variables,
I7,9018430CST40,"40CT 7 X 18\ RCT BLK PLTR W/BUTTON LOCKS""",Silicone Ratio,1,1,1.334,EA,1.3347,1.33493,1.33517,9/1/22 11:43,nangelovska,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,5,87,g,78.4,82.5,85,9/1/22 11:43,nangelovska,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,6,89.33,g,78.4,82.5,85,9/1/22 11:43,nangelovska,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,8,85.81,g,78.4,82.5,85,9/1/22 11:43,nangelovska,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,9,88.51,g,78.4,82.5,85,9/1/22 11:43,nangelovska,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Silicone Ratio,1,1,1.33424,EA,1.3347,1.33493,1.33517,9/1/22 11:43,nangelovska,,In Process Variables,
I3,H13130990CST80,Muffin Clamshell Costco 80CT,Silicone Ratio,1,1,1.334,EA,1.3347,1.33493,1.33517,9/1/22 12:03,SnezanaH,,In Process Variables,
I4,51048A100,"ClrFtLidFor9.25\LgRndShBwl""",Part Weight,25,1,26.43,g,24,25.3,26.1,9/1/22 12:05,SnezanaH,,In Process Variables,
I4,51048A100,"ClrFtLidFor9.25\LgRndShBwl""",Part Weight,25,22,23.74,g,24,25.3,26.1,9/1/22 12:05,SnezanaH,,In Process Variables,
I4,51048A100,"ClrFtLidFor9.25\LgRndShBwl""",Part Weight,25,23,23.82,g,24,25.3,26.1,9/1/22 12:05,SnezanaH,,In Process Variables,
I4,51048A100,"ClrFtLidFor9.25\LgRndShBwl""",Part Weight,25,25,23.61,g,24,25.3,26.1,9/1/22 12:05,SnezanaH,,In Process Variables,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,1,97.07,g,97.9,103,106.1,9/1/22 12:05,SnezanaH,,In Process Variables,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Silicone Ratio,1,1,1.334,EA,1.3347,1.33493,1.33517,9/1/22 12:05,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,1,28.42,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,3,28.33,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,4,28.35,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,6,28.62,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,7,28.32,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,10,28.44,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,11,28.36,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,12,28.43,g,26.1,27.5,28.3,9/1/22 12:06,SnezanaH,,In Process Variables,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Silicone Ratio,1,1,1.334,EA,1.3347,1.33493,1.33517,9/1/22 12:06,SnezanaH,,In Process Variables,
I1,51185CST48OS,48CT ROT CHK TE LID CST CLR PP OS LABEL,Part Weight,20,19,39.79,g,39.9,42,43.3,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,1,17.34,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,2,18.45,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,3,18.9,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,6,18.1,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,18,20.63,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,19,20.63,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,24,20.77,g,19,20,20.6,9/1/22 12:07,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,8,14.16,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,9,14.04,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,12,14.18,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,13,14.53,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,14,14.26,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,20,14.17,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,23,14.22,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,25,14.07,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,26,14.04,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,27,14.48,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,28,14.5,g,12,13,14,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,30,38.21,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,2,36.95,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,4,38.16,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,5,36.92,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,7,36.99,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,8,37.52,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,9,37.57,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,10,36.49,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,11,36.47,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,12,36.39,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,15,38.19,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,27,38.27,g,38.5,40.5,41.7,9/1/22 12:10,SnezanaH,,In Process Variables,
I13,165064CST35,35CT SOUP CONT CST,Silicone Ratio,1,1,1.335,EA,1.33623,1.3368,1.33737,9/1/22 12:10,SnezanaH,,In Process Variables,
I8,94160B50,Blk160ozLgSqrBwl,Wall Thickness Bottom 1,4,1,0.017,IN,0.018,0.019,0.03,9/1/22 13:19,hmorad,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,1,28.38,g,26.1,27.5,28.3,9/1/22 13:19,mavila,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,2,28.38,g,26.1,27.5,28.3,9/1/22 13:19,mavila,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,3,28.85,g,26.1,27.5,28.3,9/1/22 13:19,mavila,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,12,28.59,g,26.1,27.5,28.3,9/1/22 13:19,mavila,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Perforation Test,5,5,Reject,,NA,NA,NA,9/1/22 13:45,dgonzalez,,In Process Attributes - Operator,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,11,42.98,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,13,42.74,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,14,42.99,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,15,42.44,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,16,42.64,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,17,41.96,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,18,42.18,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,19,42.55,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Part Weight,20,20,41.91,g,43.4,45.1,46.8,9/1/22 14:26,nangelovska,,In Process Variables,
I2,71146B150N,Blk8x11LgRecCntr,Ash Content %,1,1,33.29,%,38,40,42,9/1/22 14:26,nangelovska,,In Process Variables,
I10,77120020NLH,Base Blk PP 2comp Longhorn,Part Weight,15,13,50.69,g,50.9,53.6,56.3,9/1/22 14:26,nangelovska,,In Process Variables,
I10,77120020NLH,Base Blk PP 2comp Longhorn,Part Weight,15,15,49.91,g,50.9,53.6,56.3,9/1/22 14:26,nangelovska,,In Process Variables,
I10,77120020NLH,Base Blk PP 2comp Longhorn,Ash Content %,1,1,30.93,%,38,40,42,9/1/22 14:26,nangelovska,,In Process Variables,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Perforation Test,5,5,Reject,,NA,NA,NA,9/1/22 16:12,mvaldez,,In Process Attributes,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,3,107.34,g,97.9,103,106.1,9/1/22 18:08,mavila,,In Process Variables - Operator,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,4,96.39,g,97.9,103,106.1,9/1/22 18:08,mavila,,In Process Variables - Operator,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Part Weight,9,8,106.61,g,97.9,103,106.1,9/1/22 18:08,mavila,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,5,28.68,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,4,28.34,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,27,25.51,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,24,25.8,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,7,29.47,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I6,18048B75,75CT 48OZ CLR PET SQBOWL,Part Weight,30,10,28.38,g,26.1,27.5,28.3,9/1/22 19:13,cbanos,,In Process Variables - Operator,
I10,77120020NLH,Base Blk PP 2comp Longhorn,Part Weight,15,6,56.68,g,50.9,53.6,56.3,9/1/22 19:35,smolina,,In Process Variables - Operator,
I10,77120020NLH,Base Blk PP 2comp Longhorn,Part Weight,15,10,56.36,g,50.9,53.6,56.3,9/1/22 19:35,smolina,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,1,76.93,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,10,86.91,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,11,86.91,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,13,77.78,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,14,77.78,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,15,76.91,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I8,94160B50,Blk160ozLgSqrBwl,Part Weight,16,16,76.83,g,78.4,82.5,85,9/1/22 19:50,eclimaco,,In Process Variables - Operator,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,13,14.22,g,12,13,14,9/1/22 19:54,smolina,,In Process Variables - Operator,
I9,53671B300,ClrHDLidF/Blk6.5x6.5SmSqrCntr,Part Weight,36,19,14.17,g,12,13,14,9/1/22 19:54,smolina,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Perforation Test,5,5,Reject,,NA,NA,NA,9/1/22 20:19,jgonzalez,,In Process Attributes - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,8,20.63,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,9,20.92,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,10,21,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,11,21.21,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,12,20.67,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,25,18.62,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,26,18.79,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,27,18.48,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,28,17.36,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,29,18.33,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Part Weight,30,30,18.82,g,19,20,20.6,9/1/22 20:24,jgonzalez,,In Process Variables - Operator,
I1,51185CST48OS,48CT ROT CHK TE LID CST CLR PP OS LABEL,Part Weight,20,2,39.72,g,39.9,42,43.3,9/1/22 20:27,jgonzalez,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,1,36.12,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,2,36.91,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,3,36.97,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,4,37.01,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,5,36.96,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,6,36.18,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,7,37.37,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,8,38.18,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,9,37.85,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,10,38.15,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,11,37.78,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,12,37.04,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I13,165064CST35,35CT SOUP CONT CST,Part Weight,30,30,38.32,g,38.5,40.5,41.7,9/1/22 20:45,ccordero,,In Process Variables - Operator,
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Visual Evaluation,9,1,Reject,,NA,NA,NA,9/1/22 21:40,ddelarosa,"1 LANE SCRAP, DENT.",In Process Attributes,"ddelarosa 09/01/2022 21:43:15: 1 LANE SCRAP, DENT.||"
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Visual Evaluation,9,2,Reject,,NA,NA,NA,9/1/22 21:40,ddelarosa,"1 LANE SCRAP, DENT.",In Process Attributes,"ddelarosa 09/01/2022 21:43:15: 1 LANE SCRAP, DENT.||"
I5,5814U25,"25CT 14\ SQR PET UPLTR DLID""",Visual Evaluation,9,3,Reject,,NA,NA,NA,9/1/22 21:40,ddelarosa,"1 LANE SCRAP, DENT.",In Process Attributes,"ddelarosa 09/01/2022 21:43:15: 1 LANE SCRAP, DENT.||"
I11,52800TR50,50CT 7.5IN CLR PET TR SQDLID,Perforation Test,5,5,Reject,,NA,NA,NA,9/1/22 21:46,ddelarosa,"1 LANE SCRAP, PERF ISSUES.NO CUT.",In Process Attributes,"ddelarosa 09/01/2022 21:47:41: 1 LANE SCRAP, PERF ISSUES NO CUT.||"
